collection_title,chapter_order,chapter_title,subcollection_path,module_order,module_id,module_title,row_type,section_order,section_level,section_id,section_title,source_path,resource
precalculus-2e,3,Polynomial and Rational Functions,Polynomial and Rational Functions,8,m49351,Rational Functions,section,10,1,fs-id1165137461340,Graphing Rational Functions,PRECALC/modules/m49351/index.cnxml,/Users/Ben/BLH Documents/2026/Kenya 2026/maths-collage/book/adapted-works/PRECALC/modules/m49351/index.cnxml
precalculus-2e,3,Polynomial and Rational Functions,Polynomial and Rational Functions,8,m49351,Rational Functions,section,11,1,fs-id1165137481147,Writing Rational Functions,PRECALC/modules/m49351/index.cnxml,/Users/Ben/BLH Documents/2026/Kenya 2026/maths-collage/book/adapted-works/PRECALC/modules/m49351/index.cnxml
precalculus-2e,3,Polynomial and Rational Functions,Polynomial and Rational Functions,8,m49351,Rational Functions,section,12,1,fs-id1165137659195,Key Equations,PRECALC/modules/m49351/index.cnxml,/Users/Ben/BLH Documents/2026/Kenya 2026/maths-collage/book/adapted-works/PRECALC/modules/m49351/index.cnxml
precalculus-2e,3,Polynomial and Rational Functions,Polynomial and Rational Functions,8,m49351,Rational Functions,section,13,1,fs-id1165137793507,Key Concepts,PRECALC/modules/m49351/index.cnxml,/Users/Ben/BLH Documents/2026/Kenya 2026/maths-collage/book/adapted-works/PRECALC/modules/m49351/index.cnxml
precalculus-2e,3,Polynomial and Rational Functions,Polynomial and Rational Functions,8,m49351,Rational Functions,section,14,1,fs-id1165137438214,Section Exercises,PRECALC/modules/m49351/index.cnxml,/Users/Ben/BLH Documents/2026/Kenya 2026/maths-collage/book/adapted-works/PRECALC/modules/m49351/index.cnxml
precalculus-2e,3,Polynomial and Rational Functions,Polynomial and Rational Functions,8,m49351,Rational Functions,section,15,2,fs-id1165137438217,Verbal,PRECALC/modules/m49351/index.cnxml,/Users/Ben/BLH Documents/2026/Kenya 2026/maths-collage/book/adapted-works/PRECALC/modules/m49351/index.cnxml
precalculus-2e,3,Polynomial and Rational Functions,Polynomial and Rational Functions,8,m49351,Rational Functions,section,16,2,fs-id1165135484143,Algebraic,PRECALC/modules/m49351/index.cnxml,/Users/Ben/BLH Documents/2026/Kenya 2026/maths-collage/book/adapted-works/PRECALC/modules/m49351/index.cnxml
precalculus-2e,3,Polynomial and Rational Functions,Polynomial and Rational Functions,8,m49351,Rational Functions,section,17,2,fs-id1165134190712,Graphical,PRECALC/modules/m49351/index.cnxml,/Users/Ben/BLH Documents/2026/Kenya 2026/maths-collage/book/adapted-works/PRECALC/modules/m49351/index.cnxml
precalculus-2e,3,Polynomial and Rational Functions,Polynomial and Rational Functions,8,m49351,Rational Functions,section,18,2,fs-id1165137896276,Numeric,PRECALC/modules/m49351/index.cnxml,/Users/Ben/BLH Documents/2026/Kenya 2026/maths-collage/book/adapted-works/PRECALC/modules/m49351/index.cnxml
precalculus-2e,3,Polynomial and Rational Functions,Polynomial and Rational Functions,8,m49351,Rational Functions,section,19,2,fs-id1165137722149,Technology,PRECALC/modules/m49351/index.cnxml,/Users/Ben/BLH Documents/2026/Kenya 2026/maths-collage/book/adapted-works/PRECALC/modules/m49351/index.cnxml
precalculus-2e,3,Polynomial and Rational Functions,Polynomial and Rational Functions,8,m49351,Rational Functions,section,20,2,fs-id1165137597399,Extensions,PRECALC/modules/m49351/index.cnxml,/Users/Ben/BLH Documents/2026/Kenya 2026/maths-collage/book/adapted-works/PRECALC/modules/m49351/index.cnxml
precalculus-2e,3,Polynomial and Rational Functions,Polynomial and Rational Functions,8,m49351,Rational Functions,section,21,2,fs-id1165137757845,Real-World Applications,PRECALC/modules/m49351/index.cnxml,/Users/Ben/BLH Documents/2026/Kenya 2026/maths-collage/book/adapted-works/PRECALC/modules/m49351/index.cnxml
precalculus-2e,3,Polynomial and Rational Functions,Polynomial and Rational Functions,9,m49352,Inverses and Radical Functions,module,,,,,PRECALC/modules/m49352/index.cnxml,/Users/Ben/BLH Documents/2026/Kenya 2026/maths-collage/book/adapted-works/PRECALC/modules/m49352/index.cnxml
precalculus-2e,3,Polynomial and Rational Functions,Polynomial and Rational Functions,9,m49352,Inverses and Radical Functions,section,1,1,fs-id1165135500723,Finding the Inverse of a Polynomial Function,PRECALC/modules/m49352/index.cnxml,/Users/Ben/BLH Documents/2026/Kenya 2026/maths-collage/book/adapted-works/PRECALC/modules/m49352/index.cnxml
precalculus-2e,3,Polynomial and Rational Functions,Polynomial and Rational Functions,9,m49352,Inverses and Radical Functions,section,2,1,fs-id1165137847291,Restricting the Domain to Find the Inverse of a Polynomial Function,PRECALC/modules/m49352/index.cnxml,/Users/Ben/BLH Documents/2026/Kenya 2026/maths-collage/book/adapted-works/PRECALC/modules/m49352/index.cnxml
precalculus-2e,3,Polynomial and Rational Functions,Polynomial and Rational Functions,9,m49352,Inverses and Radical Functions,section,3,2,fs-id1165137894462,Solving Applications of Radical Functions,PRECALC/modules/m49352/index.cnxml,/Users/Ben/BLH Documents/2026/Kenya 2026/maths-collage/book/adapted-works/PRECALC/modules/m49352/index.cnxml
precalculus-2e,3,Polynomial and Rational Functions,Polynomial and Rational Functions,9,m49352,Inverses and Radical Functions,section,4,2,fs-id1165137580023,Determining the Domain of a Radical Function Composed with Other Functions,PRECALC/modules/m49352/index.cnxml,/Users/Ben/BLH Documents/2026/Kenya 2026/maths-collage/book/adapted-works/PRECALC/modules/m49352/index.cnxml
precalculus-2e,3,Polynomial and Rational Functions,Polynomial and Rational Functions,9,m49352,Inverses and Radical Functions,section,5,2,fs-id1165135173899,Finding Inverses of Rational Functions,PRECALC/modules/m49352/index.cnxml,/Users/Ben/BLH Documents/2026/Kenya 2026/maths-collage/book/adapted-works/PRECALC/modules/m49352/index.cnxml
precalculus-2e,3,Polynomial and Rational Functions,Polynomial and Rational Functions,9,m49352,Inverses and Radical Functions,section,6,1,fs-id1165135192373,Key Concepts,PRECALC/modules/m49352/index.cnxml,/Users/Ben/BLH Documents/2026/Kenya 2026/maths-collage/book/adapted-works/PRECALC/modules/m49352/index.cnxml
precalculus-2e,3,Polynomial and Rational Functions,Polynomial and Rational Functions,9,m49352,Inverses and Radical Functions,section,7,1,fs-id1165137414774,Section Exercises,PRECALC/modules/m49352/index.cnxml,/Users/Ben/BLH Documents/2026/Kenya 2026/maths-collage/book/adapted-works/PRECALC/modules/m49352/index.cnxml
precalculus-2e,3,Polynomial and Rational Functions,Polynomial and Rational Functions,9,m49352,Inverses and Radical Functions,section,8,2,fs-id1165137414778,Verbal,PRECALC/modules/m49352/index.cnxml,/Users/Ben/BLH Documents/2026/Kenya 2026/maths-collage/book/adapted-works/PRECALC/modules/m49352/index.cnxml
precalculus-2e,3,Polynomial and Rational Functions,Polynomial and Rational Functions,9,m49352,Inverses and Radical Functions,section,9,2,fs-id1165137661784,Algebraic,PRECALC/modules/m49352/index.cnxml,/Users/Ben/BLH Documents/2026/Kenya 2026/maths-collage/book/adapted-works/PRECALC/modules/m49352/index.cnxml
precalculus-2e,3,Polynomial and Rational Functions,Polynomial and Rational Functions,9,m49352,Inverses and Radical Functions,section,10,2,fs-id1165135193360,Graphical,PRECALC/modules/m49352/index.cnxml,/Users/Ben/BLH Documents/2026/Kenya 2026/maths-collage/book/adapted-works/PRECALC/modules/m49352/index.cnxml
precalculus-2e,3,Polynomial and Rational Functions,Polynomial and Rational Functions,9,m49352,Inverses and Radical Functions,section,11,2,fs-id1165137676077,Technology,PRECALC/modules/m49352/index.cnxml,/Users/Ben/BLH Documents/2026/Kenya 2026/maths-collage/book/adapted-works/PRECALC/modules/m49352/index.cnxml
precalculus-2e,3,Polynomial and Rational Functions,Polynomial and Rational Functions,9,m49352,Inverses and Radical Functions,section,12,2,fs-id1165137833145,Extensions,PRECALC/modules/m49352/index.cnxml,/Users/Ben/BLH Documents/2026/Kenya 2026/maths-collage/book/adapted-works/PRECALC/modules/m49352/index.cnxml
precalculus-2e,3,Polynomial and Rational Functions,Polynomial and Rational Functions,9,m49352,Inverses and Radical Functions,section,13,2,fs-id1165135347473,Real-World Applications,PRECALC/modules/m49352/index.cnxml,/Users/Ben/BLH Documents/2026/Kenya 2026/maths-collage/book/adapted-works/PRECALC/modules/m49352/index.cnxml
precalculus-2e,3,Polynomial and Rational Functions,Polynomial and Rational Functions,10,m49353,Modeling Using Variation,module,,,,,PRECALC/modules/m49353/index.cnxml,/Users/Ben/BLH Documents/2026/Kenya 2026/maths-collage/book/adapted-works/PRECALC/modules/m49353/index.cnxml
precalculus-2e,3,Polynomial and Rational Functions,Polynomial and Rational Functions,10,m49353,Modeling Using Variation,section,1,1,fs-id1165137730306,Solving Direct Variation Problems,PRECALC/modules/m49353/index.cnxml,/Users/Ben/BLH Documents/2026/Kenya 2026/maths-collage/book/adapted-works/PRECALC/modules/m49353/index.cnxml
precalculus-2e,3,Polynomial and Rational Functions,Polynomial and Rational Functions,10,m49353,Modeling Using Variation,section,2,1,fs-id1165137758211,Solving Inverse Variation Problems,PRECALC/modules/m49353/index.cnxml,/Users/Ben/BLH Documents/2026/Kenya 2026/maths-collage/book/adapted-works/PRECALC/modules/m49353/index.cnxml
precalculus-2e,3,Polynomial and Rational Functions,Polynomial and Rational Functions,10,m49353,Modeling Using Variation,section,3,1,fs-id1165134054044,Solving Problems Involving Joint Variation,PRECALC/modules/m49353/index.cnxml,/Users/Ben/BLH Documents/2026/Kenya 2026/maths-collage/book/adapted-works/PRECALC/modules/m49353/index.cnxml
precalculus-2e,3,Polynomial and Rational Functions,Polynomial and Rational Functions,10,m49353,Modeling Using Variation,section,4,1,fs-id1165137898092,Key Equations,PRECALC/modules/m49353/index.cnxml,/Users/Ben/BLH Documents/2026/Kenya 2026/maths-collage/book/adapted-works/PRECALC/modules/m49353/index.cnxml
precalculus-2e,3,Polynomial and Rational Functions,Polynomial and Rational Functions,10,m49353,Modeling Using Variation,section,5,1,fs-id1165137419773,Key Concepts,PRECALC/modules/m49353/index.cnxml,/Users/Ben/BLH Documents/2026/Kenya 2026/maths-collage/book/adapted-works/PRECALC/modules/m49353/index.cnxml
precalculus-2e,3,Polynomial and Rational Functions,Polynomial and Rational Functions,10,m49353,Modeling Using Variation,section,6,1,fs-id1165131958288,Section Exercises,PRECALC/modules/m49353/index.cnxml,/Users/Ben/BLH Documents/2026/Kenya 2026/maths-collage/book/adapted-works/PRECALC/modules/m49353/index.cnxml
precalculus-2e,3,Polynomial and Rational Functions,Polynomial and Rational Functions,10,m49353,Modeling Using Variation,section,7,2,fs-id1165137430832,Verbal,PRECALC/modules/m49353/index.cnxml,/Users/Ben/BLH Documents/2026/Kenya 2026/maths-collage/book/adapted-works/PRECALC/modules/m49353/index.cnxml
precalculus-2e,3,Polynomial and Rational Functions,Polynomial and Rational Functions,10,m49353,Modeling Using Variation,section,8,2,fs-id1165131959628,Algebraic,PRECALC/modules/m49353/index.cnxml,/Users/Ben/BLH Documents/2026/Kenya 2026/maths-collage/book/adapted-works/PRECALC/modules/m49353/index.cnxml
precalculus-2e,3,Polynomial and Rational Functions,Polynomial and Rational Functions,10,m49353,Modeling Using Variation,section,9,2,fs-id1165137741107,Numeric,PRECALC/modules/m49353/index.cnxml,/Users/Ben/BLH Documents/2026/Kenya 2026/maths-collage/book/adapted-works/PRECALC/modules/m49353/index.cnxml
precalculus-2e,3,Polynomial and Rational Functions,Polynomial and Rational Functions,10,m49353,Modeling Using Variation,section,10,2,fs-id1165135496464,Technology,PRECALC/modules/m49353/index.cnxml,/Users/Ben/BLH Documents/2026/Kenya 2026/maths-collage/book/adapted-works/PRECALC/modules/m49353/index.cnxml
precalculus-2e,3,Polynomial and Rational Functions,Polynomial and Rational Functions,10,m49353,Modeling Using Variation,section,11,2,fs-id1165135193362,Extensions,PRECALC/modules/m49353/index.cnxml,/Users/Ben/BLH Documents/2026/Kenya 2026/maths-collage/book/adapted-works/PRECALC/modules/m49353/index.cnxml
precalculus-2e,3,Polynomial and Rational Functions,Polynomial and Rational Functions,10,m49353,Modeling Using Variation,section,12,2,fs-id1165137407207,Real-World Applications,PRECALC/modules/m49353/index.cnxml,/Users/Ben/BLH Documents/2026/Kenya 2026/maths-collage/book/adapted-works/PRECALC/modules/m49353/index.cnxml
precalculus-2e,3,Polynomial and Rational Functions,Polynomial and Rational Functions,10,m49353,Modeling Using Variation,section,13,1,fs-id1165135208752,Chapter Review Exercises,PRECALC/modules/m49353/index.cnxml,/Users/Ben/BLH Documents/2026/Kenya 2026/maths-collage/book/adapted-works/PRECALC/modules/m49353/index.cnxml
precalculus-2e,3,Polynomial and Rational Functions,Polynomial and Rational Functions,10,m49353,Modeling Using Variation,section,14,2,fs-id1165135499870,Complex Numbers,PRECALC/modules/m49353/index.cnxml,/Users/Ben/BLH Documents/2026/Kenya 2026/maths-collage/book/adapted-works/PRECALC/modules/m49353/index.cnxml
precalculus-2e,3,Polynomial and Rational Functions,Polynomial and Rational Functions,10,m49353,Modeling Using Variation,section,15,2,fs-id1165137548191,Quadratic Functions,PRECALC/modules/m49353/index.cnxml,/Users/Ben/BLH Documents/2026/Kenya 2026/maths-collage/book/adapted-works/PRECALC/modules/m49353/index.cnxml
precalculus-2e,3,Polynomial and Rational Functions,Polynomial and Rational Functions,10,m49353,Modeling Using Variation,section,16,2,fs-id1165133233027,Power Functions and Polynomial Functions,PRECALC/modules/m49353/index.cnxml,/Users/Ben/BLH Documents/2026/Kenya 2026/maths-collage/book/adapted-works/PRECALC/modules/m49353/index.cnxml
precalculus-2e,3,Polynomial and Rational Functions,Polynomial and Rational Functions,10,m49353,Modeling Using Variation,section,17,2,fs-id1165135169092,Graphs of Polynomial Functions,PRECALC/modules/m49353/index.cnxml,/Users/Ben/BLH Documents/2026/Kenya 2026/maths-collage/book/adapted-works/PRECALC/modules/m49353/index.cnxml
precalculus-2e,3,Polynomial and Rational Functions,Polynomial and Rational Functions,10,m49353,Modeling Using Variation,section,18,2,fs-id1165137920803,Dividing Polynomials,PRECALC/modules/m49353/index.cnxml,/Users/Ben/BLH Documents/2026/Kenya 2026/maths-collage/book/adapted-works/PRECALC/modules/m49353/index.cnxml
precalculus-2e,3,Polynomial and Rational Functions,Polynomial and Rational Functions,10,m49353,Modeling Using Variation,section,19,2,fs-id1165135194274,Zeros of Polynomial Functions,PRECALC/modules/m49353/index.cnxml,/Users/Ben/BLH Documents/2026/Kenya 2026/maths-collage/book/adapted-works/PRECALC/modules/m49353/index.cnxml
precalculus-2e,3,Polynomial and Rational Functions,Polynomial and Rational Functions,10,m49353,Modeling Using Variation,section,20,2,fs-id1165134224073,Rational Functions,PRECALC/modules/m49353/index.cnxml,/Users/Ben/BLH Documents/2026/Kenya 2026/maths-collage/book/adapted-works/PRECALC/modules/m49353/index.cnxml
precalculus-2e,3,Polynomial and Rational Functions,Polynomial and Rational Functions,10,m49353,Modeling Using Variation,section,21,2,fs-id1165135484148,Inverses and Radical Functions,PRECALC/modules/m49353/index.cnxml,/Users/Ben/BLH Documents/2026/Kenya 2026/maths-collage/book/adapted-works/PRECALC/modules/m49353/index.cnxml
precalculus-2e,3,Polynomial and Rational Functions,Polynomial and Rational Functions,10,m49353,Modeling Using Variation,section,22,2,fs-id1165135245788,Modeling Using Variation,PRECALC/modules/m49353/index.cnxml,/Users/Ben/BLH Documents/2026/Kenya 2026/maths-collage/book/adapted-works/PRECALC/modules/m49353/index.cnxml
precalculus-2e,3,Polynomial and Rational Functions,Polynomial and Rational Functions,10,m49353,Modeling Using Variation,section,23,1,fs-id1165137602034,Chapter Test,PRECALC/modules/m49353/index.cnxml,/Users/Ben/BLH Documents/2026/Kenya 2026/maths-collage/book/adapted-works/PRECALC/modules/m49353/index.cnxml
precalculus-2e,4,Exponential and Logarithmic Functions,Exponential and Logarithmic Functions,1,m49356,Introduction to Exponential and Logarithmic Functions,module,,,,,PRECALC/modules/m49356/index.cnxml,/Users/Ben/BLH Documents/2026/Kenya 2026/maths-collage/book/adapted-works/PRECALC/modules/m49356/index.cnxml
precalculus-2e,4,Exponential and Logarithmic Functions,Exponential and Logarithmic Functions,2,m49361,Exponential Functions,module,,,,,PRECALC/modules/m49361/index.cnxml,/Users/Ben/BLH Documents/2026/Kenya 2026/maths-collage/book/adapted-works/PRECALC/modules/m49361/index.cnxml
precalculus-2e,4,Exponential and Logarithmic Functions,Exponential and Logarithmic Functions,2,m49361,Exponential Functions,section,1,2,eip-530,Learning Objectives,PRECALC/modules/m49361/index.cnxml,/Users/Ben/BLH Documents/2026/Kenya 2026/maths-collage/book/adapted-works/PRECALC/modules/m49361/index.cnxml
precalculus-2e,4,Exponential and Logarithmic Functions,Exponential and Logarithmic Functions,2,m49361,Exponential Functions,section,2,2,eip-842,Objective 1: Find the value of a function (exponential). (IA 3.5.3),PRECALC/modules/m49361/index.cnxml,/Users/Ben/BLH Documents/2026/Kenya 2026/maths-collage/book/adapted-works/PRECALC/modules/m49361/index.cnxml
precalculus-2e,4,Exponential and Logarithmic Functions,Exponential and Logarithmic Functions,2,m49361,Exponential Functions,section,3,3,eip-251,Practice Makes Perfect,PRECALC/modules/m49361/index.cnxml,/Users/Ben/BLH Documents/2026/Kenya 2026/maths-collage/book/adapted-works/PRECALC/modules/m49361/index.cnxml
precalculus-2e,4,Exponential and Logarithmic Functions,Exponential and Logarithmic Functions,2,m49361,Exponential Functions,section,4,2,eip-824,Objective 2: Graph exponential functions. (IA 10.2.1),PRECALC/modules/m49361/index.cnxml,/Users/Ben/BLH Documents/2026/Kenya 2026/maths-collage/book/adapted-works/PRECALC/modules/m49361/index.cnxml
precalculus-2e,4,Exponential and Logarithmic Functions,Exponential and Logarithmic Functions,2,m49361,Exponential Functions,section,5,3,eip-918,Practice Makes Perfect,PRECALC/modules/m49361/index.cnxml,/Users/Ben/BLH Documents/2026/Kenya 2026/maths-collage/book/adapted-works/PRECALC/modules/m49361/index.cnxml
precalculus-2e,4,Exponential and Logarithmic Functions,Exponential and Logarithmic Functions,2,m49361,Exponential Functions,section,6,3,eip-635,Practice Makes Perfect,PRECALC/modules/m49361/index.cnxml,/Users/Ben/BLH Documents/2026/Kenya 2026/maths-collage/book/adapted-works/PRECALC/modules/m49361/index.cnxml
precalculus-2e,4,Exponential and Logarithmic Functions,Exponential and Logarithmic Functions,2,m49361,Exponential Functions,section,7,1,fs-id1165135159940,Identifying Exponential Functions,PRECALC/modules/m49361/index.cnxml,/Users/Ben/BLH Documents/2026/Kenya 2026/maths-collage/book/adapted-works/PRECALC/modules/m49361/index.cnxml
precalculus-2e,4,Exponential and Logarithmic Functions,Exponential and Logarithmic Functions,2,m49361,Exponential Functions,section,8,2,fs-id1165137477143,Defining an Exponential Function,PRECALC/modules/m49361/index.cnxml,/Users/Ben/BLH Documents/2026/Kenya 2026/maths-collage/book/adapted-works/PRECALC/modules/m49361/index.cnxml
precalculus-2e,4,Exponential and Logarithmic Functions,Exponential and Logarithmic Functions,2,m49361,Exponential Functions,section,9,1,fs-id1165137640042,Evaluating Exponential Functions,PRECALC/modules/m49361/index.cnxml,/Users/Ben/BLH Documents/2026/Kenya 2026/maths-collage/book/adapted-works/PRECALC/modules/m49361/index.cnxml
precalculus-2e,4,Exponential and Logarithmic Functions,Exponential and Logarithmic Functions,2,m49361,Exponential Functions,section,10,2,fs-id1165137439018,Defining Exponential Growth,PRECALC/modules/m49361/index.cnxml,/Users/Ben/BLH Documents/2026/Kenya 2026/maths-collage/book/adapted-works/PRECALC/modules/m49361/index.cnxml
precalculus-2e,4,Exponential and Logarithmic Functions,Exponential and Logarithmic Functions,2,m49361,Exponential Functions,section,11,1,fs-id1165135526980,Finding Equations of Exponential Functions,PRECALC/modules/m49361/index.cnxml,/Users/Ben/BLH Documents/2026/Kenya 2026/maths-collage/book/adapted-works/PRECALC/modules/m49361/index.cnxml
precalculus-2e,4,Exponential and Logarithmic Functions,Exponential and Logarithmic Functions,2,m49361,Exponential Functions,section,12,1,fs-id1165137871708,Applying the Compound-Interest Formula,PRECALC/modules/m49361/index.cnxml,/Users/Ben/BLH Documents/2026/Kenya 2026/maths-collage/book/adapted-works/PRECALC/modules/m49361/index.cnxml
precalculus-2e,4,Exponential and Logarithmic Functions,Exponential and Logarithmic Functions,2,m49361,Exponential Functions,section,13,1,fs-id1165137724961,Evaluating Functions with Base e,PRECALC/modules/m49361/index.cnxml,/Users/Ben/BLH Documents/2026/Kenya 2026/maths-collage/book/adapted-works/PRECALC/modules/m49361/index.cnxml
precalculus-2e,4,Exponential and Logarithmic Functions,Exponential and Logarithmic Functions,2,m49361,Exponential Functions,section,14,1,fs-id1165137827923,Investigating Continuous Growth,PRECALC/modules/m49361/index.cnxml,/Users/Ben/BLH Documents/2026/Kenya 2026/maths-collage/book/adapted-works/PRECALC/modules/m49361/index.cnxml
precalculus-2e,4,Exponential and Logarithmic Functions,Exponential and Logarithmic Functions,2,m49361,Exponential Functions,section,15,1,fs-id1165135264762,Key Equations,PRECALC/modules/m49361/index.cnxml,/Users/Ben/BLH Documents/2026/Kenya 2026/maths-collage/book/adapted-works/PRECALC/modules/m49361/index.cnxml
precalculus-2e,4,Exponential and Logarithmic Functions,Exponential and Logarithmic Functions,2,m49361,Exponential Functions,section,16,1,fs-id1165137846440,Key Concepts,PRECALC/modules/m49361/index.cnxml,/Users/Ben/BLH Documents/2026/Kenya 2026/maths-collage/book/adapted-works/PRECALC/modules/m49361/index.cnxml
precalculus-2e,4,Exponential and Logarithmic Functions,Exponential and Logarithmic Functions,2,m49361,Exponential Functions,section,17,1,fs-id1165137406918,Section Exercises,PRECALC/modules/m49361/index.cnxml,/Users/Ben/BLH Documents/2026/Kenya 2026/maths-collage/book/adapted-works/PRECALC/modules/m49361/index.cnxml
precalculus-2e,4,Exponential and Logarithmic Functions,Exponential and Logarithmic Functions,2,m49361,Exponential Functions,section,18,2,fs-id1165137406922,Verbal,PRECALC/modules/m49361/index.cnxml,/Users/Ben/BLH Documents/2026/Kenya 2026/maths-collage/book/adapted-works/PRECALC/modules/m49361/index.cnxml
precalculus-2e,4,Exponential and Logarithmic Functions,Exponential and Logarithmic Functions,2,m49361,Exponential Functions,section,19,2,fs-id1165134340071,Algebraic,PRECALC/modules/m49361/index.cnxml,/Users/Ben/BLH Documents/2026/Kenya 2026/maths-collage/book/adapted-works/PRECALC/modules/m49361/index.cnxml
precalculus-2e,4,Exponential and Logarithmic Functions,Exponential and Logarithmic Functions,2,m49361,Exponential Functions,section,20,2,fs-id1165135190869,Numeric,PRECALC/modules/m49361/index.cnxml,/Users/Ben/BLH Documents/2026/Kenya 2026/maths-collage/book/adapted-works/PRECALC/modules/m49361/index.cnxml
precalculus-2e,4,Exponential and Logarithmic Functions,Exponential and Logarithmic Functions,2,m49361,Exponential Functions,section,21,2,fs-id1165137843692,Technology,PRECALC/modules/m49361/index.cnxml,/Users/Ben/BLH Documents/2026/Kenya 2026/maths-collage/book/adapted-works/PRECALC/modules/m49361/index.cnxml
precalculus-2e,4,Exponential and Logarithmic Functions,Exponential and Logarithmic Functions,2,m49361,Exponential Functions,section,22,2,fs-id1165134388205,Extensions,PRECALC/modules/m49361/index.cnxml,/Users/Ben/BLH Documents/2026/Kenya 2026/maths-collage/book/adapted-works/PRECALC/modules/m49361/index.cnxml
precalculus-2e,4,Exponential and Logarithmic Functions,Exponential and Logarithmic Functions,2,m49361,Exponential Functions,section,23,2,fs-id1165137705181,Real-World Applications,PRECALC/modules/m49361/index.cnxml,/Users/Ben/BLH Documents/2026/Kenya 2026/maths-collage/book/adapted-works/PRECALC/modules/m49361/index.cnxml
precalculus-2e,4,Exponential and Logarithmic Functions,Exponential and Logarithmic Functions,3,m49362,Graphs of Exponential Functions,module,,,,,PRECALC/modules/m49362/index.cnxml,/Users/Ben/BLH Documents/2026/Kenya 2026/maths-collage/book/adapted-works/PRECALC/modules/m49362/index.cnxml
precalculus-2e,4,Exponential and Logarithmic Functions,Exponential and Logarithmic Functions,3,m49362,Graphs of Exponential Functions,section,1,2,eip-301,Learning Objectives,PRECALC/modules/m49362/index.cnxml,/Users/Ben/BLH Documents/2026/Kenya 2026/maths-collage/book/adapted-works/PRECALC/modules/m49362/index.cnxml
precalculus-2e,4,Exponential and Logarithmic Functions,Exponential and Logarithmic Functions,3,m49362,Graphs of Exponential Functions,section,2,2,eip-702,Objective 1: Graph exponential functions (IA 10.2.1).,PRECALC/modules/m49362/index.cnxml,/Users/Ben/BLH Documents/2026/Kenya 2026/maths-collage/book/adapted-works/PRECALC/modules/m49362/index.cnxml
precalculus-2e,4,Exponential and Logarithmic Functions,Exponential and Logarithmic Functions,3,m49362,Graphs of Exponential Functions,section,3,3,eip-730,Practice Makes Perfect,PRECALC/modules/m49362/index.cnxml,/Users/Ben/BLH Documents/2026/Kenya 2026/maths-collage/book/adapted-works/PRECALC/modules/m49362/index.cnxml
precalculus-2e,4,Exponential and Logarithmic Functions,Exponential and Logarithmic Functions,3,m49362,Graphs of Exponential Functions,section,4,2,eip-120,Objective 2: Function transformations (exponential). (CA 3.5.1-3.5.5),PRECALC/modules/m49362/index.cnxml,/Users/Ben/BLH Documents/2026/Kenya 2026/maths-collage/book/adapted-works/PRECALC/modules/m49362/index.cnxml
precalculus-2e,4,Exponential and Logarithmic Functions,Exponential and Logarithmic Functions,3,m49362,Graphs of Exponential Functions,section,5,3,eip-418,Practice Makes Perfect,PRECALC/modules/m49362/index.cnxml,/Users/Ben/BLH Documents/2026/Kenya 2026/maths-collage/book/adapted-works/PRECALC/modules/m49362/index.cnxml
precalculus-2e,4,Exponential and Logarithmic Functions,Exponential and Logarithmic Functions,3,m49362,Graphs of Exponential Functions,section,6,1,fs-id1165135407520,Graphing Exponential Functions,PRECALC/modules/m49362/index.cnxml,/Users/Ben/BLH Documents/2026/Kenya 2026/maths-collage/book/adapted-works/PRECALC/modules/m49362/index.cnxml
precalculus-2e,4,Exponential and Logarithmic Functions,Exponential and Logarithmic Functions,3,m49362,Graphs of Exponential Functions,section,7,1,fs-id1165137694074,Graphing Transformations of Exponential Functions,PRECALC/modules/m49362/index.cnxml,/Users/Ben/BLH Documents/2026/Kenya 2026/maths-collage/book/adapted-works/PRECALC/modules/m49362/index.cnxml
precalculus-2e,4,Exponential and Logarithmic Functions,Exponential and Logarithmic Functions,3,m49362,Graphs of Exponential Functions,section,8,2,fs-id1165134312214,Graphing a Vertical Shift,PRECALC/modules/m49362/index.cnxml,/Users/Ben/BLH Documents/2026/Kenya 2026/maths-collage/book/adapted-works/PRECALC/modules/m49362/index.cnxml
precalculus-2e,4,Exponential and Logarithmic Functions,Exponential and Logarithmic Functions,3,m49362,Graphs of Exponential Functions,section,9,2,fs-id1165137566517,Graphing a Horizontal Shift,PRECALC/modules/m49362/index.cnxml,/Users/Ben/BLH Documents/2026/Kenya 2026/maths-collage/book/adapted-works/PRECALC/modules/m49362/index.cnxml
precalculus-2e,4,Exponential and Logarithmic Functions,Exponential and Logarithmic Functions,3,m49362,Graphs of Exponential Functions,section,10,2,fs-id1165137431154,Graphing a Stretch or Compression,PRECALC/modules/m49362/index.cnxml,/Users/Ben/BLH Documents/2026/Kenya 2026/maths-collage/book/adapted-works/PRECALC/modules/m49362/index.cnxml
precalculus-2e,4,Exponential and Logarithmic Functions,Exponential and Logarithmic Functions,3,m49362,Graphs of Exponential Functions,section,11,2,fs-id1165135433028,Graphing Reflections,PRECALC/modules/m49362/index.cnxml,/Users/Ben/BLH Documents/2026/Kenya 2026/maths-collage/book/adapted-works/PRECALC/modules/m49362/index.cnxml
precalculus-2e,4,Exponential and Logarithmic Functions,Exponential and Logarithmic Functions,3,m49362,Graphs of Exponential Functions,section,12,2,fs-id1165135501015,Summarizing Translations of the Exponential Function,PRECALC/modules/m49362/index.cnxml,/Users/Ben/BLH Documents/2026/Kenya 2026/maths-collage/book/adapted-works/PRECALC/modules/m49362/index.cnxml
